age,workclass,education,marital-status,occupation,gender,hours-per-week,salary
20,Private,HS-grad,Never-married,Farming-fishing,Male,47,44835
35,Self-emp-not-inc,HS-grad,Separated,Transport-moving,Male,70,48233
22,Private,Some-college,Never-married,Adm-clerical,Female,40,30773
40,Private,Masters,Married-civ-spouse,Prof-specialty,Male,50,98358
34,Private,Some-college,Married-civ-spouse,Tech-support,Male,40,73763
23,Private,10th,Never-married,Handlers-cleaners,Male,40,30645
26,Private,Bachelors,Never-married,Adm-clerical,Male,40,23704
53,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,60,29511
34,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,118484
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,35861
25,Private,9th,Married-civ-spouse,Craft-repair,Male,40,43365
18,Private,11th,Never-married,Sales,Male,20,40959
65,Private,Bachelors,Never-married,Exec-managerial,Male,40,26871
49,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Female,40,25349
64,Private,10th,Married-civ-spouse,Other-service,Male,40,32915
68,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,67250
56,Self-emp-not-inc,Some-college,Divorced,Other-service,Female,40,36552
68,Federal-gov,HS-grad,Divorced,Prof-specialty,Female,40,42276
35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,48,87814
50,Federal-gov,HS-grad,Never-married,Adm-clerical,Female,12,20801
45,Private,HS-grad,Divorced,Adm-clerical,Female,28,48237
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,33927
39,Private,Some-college,Separated,Adm-clerical,Female,40,29926
37,Private,HS-grad,Divorced,Craft-repair,Male,40,45041
45,Private,Bachelors,Married-civ-spouse,Tech-support,Male,50,61641
20,?,Some-college,Never-married,?,Female,10,20264
36,Private,Assoc-acdm,Never-married,Tech-support,Female,45,22550
26,Private,Some-college,Never-married,Adm-clerical,Female,40,43290
36,Private,Bachelors,Never-married,Prof-specialty,Female,32,31556
47,Private,Bachelors,Never-married,Adm-clerical,Male,60,28582
34,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,33195
53,Private,Some-college,Widowed,Sales,Female,30,37258
32,Private,Bachelors,Divorced,Machine-op-inspct,Female,42,31443
44,Self-emp-not-inc,5th-6th,Married-civ-spouse,Craft-repair,Male,40,29296
25,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,28419
35,Private,5th-6th,Never-married,Farming-fishing,Male,36,40588
34,Private,Assoc-acdm,Divorced,Prof-specialty,Female,40,36212
42,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,20473
47,Private,HS-grad,Divorced,Other-service,Female,4,38037
23,Private,HS-grad,Never-married,Craft-repair,Male,37,31309
56,Local-gov,HS-grad,Divorced,Exec-managerial,Female,40,28388
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,50,110061
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,60,30287
46,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Male,40,89610
47,Private,Assoc-acdm,Separated,Adm-clerical,Female,57,44935
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Male,80,27693
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,46,29400
48,Private,HS-grad,Married-civ-spouse,Sales,Male,40,25939
27,Private,HS-grad,Never-married,Exec-managerial,Female,50,43795
40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,36,34174
53,Private,Doctorate,Married-civ-spouse,Prof-specialty,Female,37,67472
75,Self-emp-not-inc,Assoc-voc,Widowed,Exec-managerial,Female,30,47586
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,48,59495
46,Federal-gov,Assoc-acdm,Divorced,Adm-clerical,Female,40,36880
51,Private,HS-grad,Widowed,Machine-op-inspct,Female,40,31747
34,Private,HS-grad,Divorced,Other-service,Male,40,40578
23,Private,Some-college,Married-civ-spouse,Sales,Male,40,28009
32,Private,Assoc-voc,Never-married,Other-service,Male,45,37056
45,Self-emp-not-inc,Some-college,Never-married,Sales,Male,55,20312
21,Private,Some-college,Never-married,Other-service,Male,40,30760
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,44,38770
40,Private,10th,Married-civ-spouse,Craft-repair,Male,50,28629
20,?,10th,Divorced,?,Female,40,47797
68,Private,9th,Divorced,Farming-fishing,Male,20,40453
40,Private,Bachelors,Married-civ-spouse,Sales,Male,40,107192
20,Private,Some-college,Never-married,Adm-clerical,Female,24,23716
48,Local-gov,Masters,Divorced,Prof-specialty,Female,40,90735
27,Private,Bachelors,Never-married,Sales,Male,45,43144
57,Federal-gov,Assoc-voc,Never-married,Tech-support,Male,40,34595
54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,98,62646
47,Private,HS-grad,Divorced,Other-service,Female,40,30381
30,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Male,40,46936
17,?,11th,Never-married,?,Male,40,22168
35,Private,Some-college,Married-civ-spouse,Craft-repair,Male,45,54898
56,Local-gov,12th,Never-married,Handlers-cleaners,Male,40,26871
20,Private,HS-grad,Never-married,Handlers-cleaners,Male,28,31504
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,38,25685
19,Private,Some-college,Never-married,Sales,Female,25,38164
24,Private,HS-grad,Never-married,Craft-repair,Male,40,48456
31,Private,Some-college,Never-married,Adm-clerical,Male,40,21774
44,Local-gov,Bachelors,Never-married,Prof-specialty,Male,60,36431
21,State-gov,Some-college,Never-married,Sales,Female,12,46986
41,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,38895
18,Private,11th,Never-married,Other-service,Female,16,29606
23,Private,9th,Never-married,Transport-moving,Male,40,32470
37,Local-gov,Some-college,Married-civ-spouse,Other-service,Male,32,42156
46,?,Assoc-voc,Divorced,?,Male,30,23201
43,Self-emp-not-inc,Bachelors,Divorced,Sales,Male,45,33364
31,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Male,40,26035
40,Private,Some-college,Divorced,Transport-moving,Male,40,95138
27,Private,Prof-school,Divorced,Prof-specialty,Female,12,21986
64,Local-gov,Some-college,Never-married,Transport-moving,Male,40,23230
31,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Male,40,26846
48,Private,Masters,Married-civ-spouse,Exec-managerial,Male,45,35907
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,20,56058
28,Private,Some-college,Divorced,Tech-support,Male,24,39086
42,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,32472
60,Self-emp-inc,7th-8th,Married-civ-spouse,Sales,Male,60,33531
17,Private,11th,Never-married,Other-service,Female,20,45625
21,?,Some-college,Never-married,?,Female,30,29826
46,Private,10th,Divorced,Adm-clerical,Male,40,28600
18,Private,HS-grad,Never-married,Adm-clerical,Female,40,47289
22,Private,HS-grad,Never-married,Other-service,Male,27,40216
44,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Male,60,48022
36,Private,HS-grad,Married-civ-spouse,Sales,Male,40,29581
65,Private,Assoc-voc,Divorced,Exec-managerial,Female,40,40944
26,Private,HS-grad,Never-married,Other-service,Male,40,44373
21,Private,10th,Married-civ-spouse,Other-service,Male,25,38225
41,Private,HS-grad,Divorced,Craft-repair,Male,40,41760
28,Private,Some-college,Never-married,Other-service,Female,35,20401
27,Private,Some-college,Never-married,Machine-op-inspct,Female,40,26690
19,State-gov,Some-college,Never-married,Other-service,Male,12,42500
40,Private,Some-college,Married-civ-spouse,Transport-moving,Male,40,29316
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,15,25790
40,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Male,40,44286
37,Private,HS-grad,Never-married,Craft-repair,Male,40,21762
33,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,78247
34,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,38364
44,Local-gov,Assoc-acdm,Never-married,Protective-serv,Male,40,29970
33,Private,Some-college,Divorced,Adm-clerical,Female,40,32598
72,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Male,10,44105
19,Private,HS-grad,Never-married,Sales,Female,40,38323
59,Private,Assoc-voc,Divorced,Prof-specialty,Female,36,21903
40,Private,HS-grad,Divorced,Protective-serv,Female,40,45251
35,Private,HS-grad,Divorced,Prof-specialty,Female,40,29243
22,Private,Assoc-acdm,Never-married,Adm-clerical,Male,45,29839
41,Private,Masters,Never-married,Prof-specialty,Female,40,38108
59,Private,Some-college,Married-civ-spouse,Tech-support,Male,50,110574
50,Private,12th,Divorced,Handlers-cleaners,Male,40,46904
21,Private,Assoc-acdm,Never-married,Adm-clerical,Female,10,23644
40,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,28682
22,Private,HS-grad,Never-married,Sales,Male,40,34414
43,Private,5th-6th,Separated,Machine-op-inspct,Female,40,20026
17,Private,11th,Never-married,Transport-moving,Female,16,27131
42,Local-gov,7th-8th,Divorced,Other-service,Male,40,20692
37,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,57184
19,Private,12th,Never-married,Adm-clerical,Male,38,38670
43,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Male,40,40639
46,Private,9th,Separated,Craft-repair,Female,40,44843
18,?,HS-grad,Never-married,?,Female,20,30771
50,Local-gov,Prof-school,Married-civ-spouse,Adm-clerical,Male,40,92821
47,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Male,40,21697
31,Private,HS-grad,Never-married,Farming-fishing,Male,99,45859
33,Private,7th-8th,Married-civ-spouse,Adm-clerical,Male,45,20776
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,77224
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,35,22044
39,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,40,113975
29,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,25664
26,Private,Bachelors,Widowed,Exec-managerial,Female,55,34057
24,Private,HS-grad,Never-married,Craft-repair,Male,40,37959
25,Private,Some-college,Never-married,Adm-clerical,Male,40,40483
30,Private,Some-college,Never-married,Adm-clerical,Female,20,41574
52,State-gov,11th,Married-civ-spouse,Transport-moving,Male,40,36346
51,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Male,40,79807
30,Private,Bachelors,Never-married,Sales,Male,60,85223
19,?,Some-college,Never-married,?,Female,25,42149
23,Private,Some-college,Never-married,Tech-support,Male,60,43723
37,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,45,29654
25,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,38,39831
49,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,65,52250
30,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,55,26335
40,Private,Some-college,Divorced,Adm-clerical,Female,40,22033
20,Private,HS-grad,Never-married,Machine-op-inspct,Male,32,39093
35,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,55,37504
24,Private,Bachelors,Never-married,Exec-managerial,Male,45,23487
32,Private,HS-grad,Separated,Craft-repair,Male,40,29825
35,Private,HS-grad,Separated,Other-service,Female,30,44943
20,Private,HS-grad,Never-married,Other-service,Female,40,40566
29,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,40,96050
25,Private,HS-grad,Never-married,Craft-repair,Male,28,46527
50,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Male,40,42261
24,Private,HS-grad,Never-married,Adm-clerical,Male,50,25464
49,?,Bachelors,Married-civ-spouse,?,Male,60,78575
30,Local-gov,HS-grad,Divorced,Protective-serv,Female,32,30614
37,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,38490
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,40,33894
20,Private,HS-grad,Never-married,Handlers-cleaners,Male,30,39999
49,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,50,45307
55,Private,7th-8th,Married-civ-spouse,Transport-moving,Male,50,23086
61,Private,12th,Widowed,Machine-op-inspct,Female,40,31486
22,Private,HS-grad,Married-spouse-absent,Other-service,Female,3,32103
23,Private,Assoc-acdm,Never-married,Adm-clerical,Male,12,43406
43,Private,HS-grad,Never-married,Prof-specialty,Male,40,32432
39,Private,Bachelors,Divorced,Adm-clerical,Female,24,33730
21,Private,Some-college,Never-married,Sales,Male,35,20887
52,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,84017
30,Private,Assoc-voc,Married-civ-spouse,Sales,Male,40,27883
42,Private,Bachelors,Divorced,Adm-clerical,Male,45,117200
50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,50,24162
51,Self-emp-not-inc,Assoc-acdm,Divorced,Exec-managerial,Female,99,42158
47,Private,10th,Divorced,Exec-managerial,Female,45,20704
49,?,9th,Divorced,?,Male,40,38911
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,46865
48,Federal-gov,Some-college,Widowed,Other-service,Female,40,42359
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,56417
20,Never-worked,Some-college,Never-married,?,Male,40,36021
61,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,21493
72,Private,Bachelors,Divorced,Sales,Male,30,43260
19,Private,Some-college,Never-married,Sales,Female,15,31244
54,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,40,110602
47,?,Some-college,Divorced,?,Female,35,32335
39,Private,HS-grad,Divorced,Other-service,Female,40,25440
24,Private,11th,Never-married,Machine-op-inspct,Female,40,21826
44,Private,Some-college,Married-spouse-absent,Handlers-cleaners,Male,40,37178
19,Private,HS-grad,Never-married,Handlers-cleaners,Male,20,35437
20,Private,HS-grad,Never-married,Sales,Male,48,45066
23,Private,HS-grad,Never-married,Craft-repair,Female,40,32996
58,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,53,112283
20,Private,12th,Never-married,Craft-repair,Male,40,47989
62,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,12,23120
25,Private,HS-grad,Never-married,Adm-clerical,Female,40,35141
67,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,2,41210
37,Local-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,40,51051
36,Private,HS-grad,Divorced,Exec-managerial,Female,40,34286
38,Private,Assoc-voc,Separated,Tech-support,Female,20,22192
23,Private,HS-grad,Divorced,Other-service,Female,80,21048
28,Private,HS-grad,Married-civ-spouse,Sales,Female,40,45101
25,Private,HS-grad,Divorced,Exec-managerial,Male,40,31147
41,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,55,97106
63,Private,Bachelors,Married-civ-spouse,Sales,Male,40,67542
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,30,43068
31,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,50,25542
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,37,27729
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Female,45,62004
51,Private,9th,Married-civ-spouse,Sales,Male,40,38157
45,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,105425
27,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,42110
18,Private,Some-college,Never-married,Other-service,Male,20,22360
34,Private,HS-grad,Divorced,Machine-op-inspct,Female,40,26084
66,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,Male,25,97183
19,?,Some-college,Never-married,?,Female,15,36637
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,35,30283
35,Private,Bachelors,Divorced,Exec-managerial,Female,40,20265
27,Private,HS-grad,Married-civ-spouse,Sales,Male,45,39778
29,Private,Some-college,Divorced,Exec-managerial,Female,40,47781
25,Private,HS-grad,Never-married,Adm-clerical,Female,40,29581
22,Private,Some-college,Never-married,Other-service,Male,32,71347
41,Private,Some-college,Married-civ-spouse,Craft-repair,Male,48,112988
20,Private,Assoc-acdm,Never-married,Transport-moving,Male,20,48568
52,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,28510
34,Private,Some-college,Separated,Other-service,Female,37,23863
44,Private,Prof-school,Divorced,Prof-specialty,Male,45,100847
50,Private,Masters,Divorced,Sales,Female,40,95434
49,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,101928
36,?,Bachelors,Never-married,?,Female,40,36792
71,State-gov,Prof-school,Married-civ-spouse,Other-service,Male,28,22970
20,Private,HS-grad,Never-married,Other-service,Male,25,24443
20,Private,Some-college,Never-married,Adm-clerical,Female,40,43947
59,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Male,60,116502
41,Private,5th-6th,Married-civ-spouse,Farming-fishing,Male,40,20451
38,Private,Some-college,Divorced,Exec-managerial,Female,42,36922
55,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,35538
17,Private,9th,Never-married,Other-service,Female,20,46948
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,55,56568
43,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Male,30,26127
19,Private,12th,Never-married,Other-service,Male,25,37313
33,Private,HS-grad,Divorced,Other-service,Female,40,38117
63,Private,HS-grad,Never-married,Exec-managerial,Male,40,40657
39,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Male,50,56001
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,45266
31,Private,Assoc-acdm,Never-married,Machine-op-inspct,Male,40,42579
21,Private,12th,Married-civ-spouse,Craft-repair,Male,40,47532
23,Private,Assoc-voc,Never-married,Adm-clerical,Female,36,44927
20,Private,Some-college,Never-married,Handlers-cleaners,Female,8,47603
45,Private,Bachelors,Divorced,Sales,Male,60,113913
59,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,50,39273
58,Private,Masters,Married-civ-spouse,Exec-managerial,Male,40,89690
66,Local-gov,HS-grad,Widowed,Adm-clerical,Female,35,110668
37,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,35,84097
29,Private,Some-college,Divorced,Craft-repair,Male,40,29305
32,State-gov,Bachelors,Divorced,Exec-managerial,Female,40,36797
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,78674
57,Private,HS-grad,Widowed,Exec-managerial,Female,45,35292
57,Private,Masters,Married-civ-spouse,Prof-specialty,Male,40,60655
50,Self-emp-inc,HS-grad,Married-spouse-absent,Sales,Male,60,35589
44,Self-emp-inc,Bachelors,Married-civ-spouse,Farming-fishing,Male,65,108478
56,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,40,59077
26,Private,Masters,Never-married,Exec-managerial,Female,48,20594
22,?,Some-college,Never-married,?,Female,40,42528
26,Self-emp-not-inc,Assoc-voc,Never-married,Farming-fishing,Male,65,47357
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,59034
36,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,60,98465
45,Private,Some-college,Married-civ-spouse,Sales,Male,40,115795
56,Local-gov,Doctorate,Divorced,Prof-specialty,Female,38,38252
23,Private,Some-college,Never-married,Sales,Male,36,23076
23,Private,Some-college,Never-married,Other-service,Male,25,21918
35,Local-gov,Bachelors,Divorced,Prof-specialty,Male,40,41116
39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,32,84266
45,Private,HS-grad,Divorced,Craft-repair,Male,40,22825
21,Private,Some-college,Never-married,Sales,Female,25,26673
56,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,26089
31,Federal-gov,HS-grad,Never-married,Handlers-cleaners,Female,40,34833
44,Private,12th,Never-married,Transport-moving,Male,36,40668
21,?,Some-college,Never-married,?,Male,10,38727
31,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,40,27933
20,Private,HS-grad,Never-married,Handlers-cleaners,Male,38,22835
17,?,11th,Never-married,?,Female,40,23805
44,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,85564
19,Private,Some-college,Never-married,Other-service,Female,23,40628
71,?,HS-grad,Widowed,?,Male,24,34787
23,Private,Some-college,Never-married,Sales,Female,40,44666
21,Private,HS-grad,Never-married,Craft-repair,Male,40,39974
29,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,15,44354
33,Private,Some-college,Separated,Other-service,Female,30,41203
46,Private,HS-grad,Divorced,Exec-managerial,Male,48,110022
21,?,Some-college,Never-married,?,Female,40,24420
36,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,60,97839
70,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Male,30,117723
19,Private,HS-grad,Never-married,Handlers-cleaners,Female,37,48515
29,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,40,34703
34,Private,Assoc-acdm,Never-married,Sales,Male,50,21811
26,Private,Some-college,Never-married,Exec-managerial,Male,40,33579
30,Private,Bachelors,Never-married,Exec-managerial,Female,40,33462
34,Private,Some-college,Never-married,Adm-clerical,Female,40,32054
24,?,Bachelors,Never-married,?,Male,25,43256
28,Private,HS-grad,Never-married,Sales,Male,48,40571
24,?,Some-college,Never-married,?,Male,40,28320
76,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,50,95072
19,Private,12th,Never-married,Handlers-cleaners,Male,40,47711
45,Private,10th,Married-civ-spouse,Craft-repair,Male,40,20679
24,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Male,30,74257
37,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,40,68590
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,30,24942
24,Private,Bachelors,Never-married,Adm-clerical,Female,42,45978
40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,45,64806
20,Private,Some-college,Never-married,Handlers-cleaners,Male,20,34736
23,Local-gov,11th,Married-civ-spouse,Handlers-cleaners,Male,40,43052
25,Private,Some-college,Never-married,Other-service,Female,40,45450
64,Private,Assoc-acdm,Never-married,Prof-specialty,Female,30,47321
53,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,55,107190
28,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,40,41964
52,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,40,67454
28,Private,Prof-school,Never-married,Prof-specialty,Male,50,36779
31,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,55,97198
77,Private,Bachelors,Never-married,Prof-specialty,Female,10,28361
22,Private,HS-grad,Never-married,Tech-support,Male,40,28219
17,?,11th,Never-married,?,Female,20,39890
38,Private,Bachelors,Never-married,Exec-managerial,Male,55,21937
45,?,11th,Divorced,?,Male,40,48307
25,Local-gov,Some-college,Never-married,Adm-clerical,Female,40,29885
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,109457
53,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Male,60,32577
24,Private,HS-grad,Never-married,Farming-fishing,Male,40,48170
33,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,50,55540
57,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,94167
39,Private,Prof-school,Married-civ-spouse,Exec-managerial,Female,48,58029
30,Private,Some-college,Divorced,Transport-moving,Male,30,31584
31,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,62189
39,State-gov,Some-college,Never-married,Transport-moving,Male,40,30747
30,Private,Bachelors,Never-married,Sales,Female,65,28173
48,Private,Some-college,Separated,Adm-clerical,Female,44,22011
62,?,Masters,Married-civ-spouse,?,Female,40,20391
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,45,53049
34,Private,HS-grad,Never-married,Transport-moving,Male,40,46333
45,Private,Masters,Married-civ-spouse,Exec-managerial,Male,50,62155
32,Private,11th,Divorced,Machine-op-inspct,Female,40,40498
40,Federal-gov,Some-college,Never-married,Adm-clerical,Female,50,29149
17,Private,10th,Never-married,Other-service,Female,15,25038
19,?,10th,Never-married,?,Male,25,37674
25,Private,HS-grad,Married-civ-spouse,Tech-support,Male,84,41972
42,Private,Some-college,Married-civ-spouse,Transport-moving,Male,57,32649
66,Private,Bachelors,Married-civ-spouse,Priv-house-serv,Male,99,36614
63,Self-emp-not-inc,HS-grad,Widowed,Sales,Male,70,20232
43,Private,7th-8th,Married-civ-spouse,Other-service,Male,25,31993
26,Private,HS-grad,Never-married,Handlers-cleaners,Male,20,36952
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,40,78686
39,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,55,105207
47,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,40,86796
36,Private,HS-grad,Never-married,Machine-op-inspct,Female,48,42650
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,47874
25,Private,HS-grad,Never-married,Farming-fishing,Male,40,24819
21,State-gov,Some-college,Never-married,Adm-clerical,Female,15,31205
46,Private,HS-grad,Married-civ-spouse,Priv-house-serv,Female,40,31782
43,Private,10th,Married-civ-spouse,Handlers-cleaners,Male,40,44884
31,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Male,70,104618
41,Private,HS-grad,Divorced,Craft-repair,Female,60,34875
50,Private,HS-grad,Widowed,Adm-clerical,Female,35,20023
36,Private,11th,Separated,Exec-managerial,Female,32,41803
31,?,HS-grad,Separated,?,Female,20,30261
45,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,Male,65,103068
50,Private,11th,Married-civ-spouse,Exec-managerial,Male,50,93994
52,Private,7th-8th,Married-civ-spouse,Exec-managerial,Female,50,25711
40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,40,105851
55,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,55,77231
64,?,10th,Married-civ-spouse,?,Male,56,111999
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,87930
30,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,40,110799
56,State-gov,Masters,Divorced,Prof-specialty,Female,39,36502
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,48,23364
55,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Male,35,34943
30,Private,HS-grad,Never-married,Tech-support,Female,40,21399
34,Private,HS-grad,Never-married,Craft-repair,Male,40,40964
36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,40,114039
43,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,60,37353
24,Local-gov,Some-college,Never-married,Protective-serv,Male,50,47771
30,Private,10th,Married-civ-spouse,Other-service,Male,40,40653
33,Local-gov,Assoc-voc,Never-married,Protective-serv,Male,70,33908
32,Private,Assoc-acdm,Never-married,Prof-specialty,Male,40,37685
29,Federal-gov,Bachelors,Never-married,Prof-specialty,Female,40,25761
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,47,47259
18,Private,11th,Never-married,Prof-specialty,Male,15,43068
20,Private,11th,Never-married,Sales,Female,25,38319
45,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,45,77277
22,Private,Some-college,Never-married,Sales,Male,35,38696
45,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,40,84779
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,29236
42,Local-gov,7th-8th,Married-spouse-absent,Other-service,Female,35,34541
24,Private,Bachelors,Never-married,Sales,Male,40,25408
22,Private,HS-grad,Never-married,Handlers-cleaners,Male,35,44248
28,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,45,56877
23,Private,Some-college,Never-married,Handlers-cleaners,Male,35,33834
21,Private,7th-8th,Never-married,Farming-fishing,Female,38,24094
23,Private,Bachelors,Never-married,Adm-clerical,Female,20,27377
45,Private,Some-college,Divorced,Adm-clerical,Female,48,32237
